crime,address,city,department,date,time
Larceny,800 block Sumner Av,Syracuse,Syracuse,3/20/2016,3:00 a.m.-10:20 a.m.
Larceny,1000 block N State St,Syracuse,Syracuse,3/20/2016,1:00 p.m.-2:30 p.m.
Larceny,900 block E Brighton Av,Syracuse,Syracuse,3/20/2016,3:49 p.m.
Robbery,200 block Wellesley Rd,Syracuse,Syracuse,3/20/2016,10:10 p.m.-10:13 p.m.
Aggravated assault,1200 block Park St,Syracuse,Syracuse,3/19/2016,9:26 p.m.
Burglary,0 block E Oneida St,Baldwinsville,Baldwinsville,3/19/2016,4:44 p.m.
Burglary,7500 block Plum Hollow Cir,Liverpool,Onondaga County,3/19/2016,10:00 a.m.
Burglary,100 block Oswego St,Syracuse,Syracuse,3/19/2016,11:30 p.m.-9:30 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/19/2016,9:08 p.m.
Larceny,5800 block Carmenica Dr,Cicero,Cicero,3/19/2016,5:00 p.m.-5:10 p.m.
Larceny,6000 block Fair Lakes Rd,East Syracuse,DeWitt,3/19/2016,3:00 a.m.-7:00 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/19/2016,2:30 p.m.-2:40 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/19/2016,8:15 p.m.-8:42 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,3/19/2016,2:20 p.m.-2:25 p.m.
Larceny,1300 block Nottingham Rd,Jamesville,DeWitt,3/19/2016,12:00 p.m.
Larceny,3900 block Route 31,Liverpool,Onondaga County,3/19/2016,12:00 a.m.-5:00 p.m.
Larceny,200 block Westwood Av,Mattydale,Onondaga County,3/19/2016,6:00 p.m.-9:00 a.m.
Larceny,900 block Beley Av,Mattydale,Onondaga County,3/19/2016,8:00 p.m.-1:20 p.m.
Larceny,4100 block New Court Av,Syracuse,DeWitt,3/19/2016,5:00 p.m.-7:00 a.m.
Larceny,1700 block Erie Blvd E,Syracuse,Syracuse,3/19/2016,7:40 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/19/2016,9:34 a.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,3/19/2016,10:51 a.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,3/19/2016,1:00 p.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,3/19/2016,2:46 p.m.
Larceny,700 block Hawley Av,Syracuse,Syracuse,3/19/2016,4:40 p.m.
Larceny,400 block South Av,Syracuse,Syracuse,3/19/2016,4:12 p.m.-4:15 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/19/2016,8:08 p.m.-8:09 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,3/19/2016,9:20 p.m.
Larceny,700 block Pond St,Syracuse,Syracuse,3/19/2016,10:59 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/19/2016,7:00 p.m.
Larceny,100 block Northwood Dr,Syracuse,Syracuse,3/19/2016,3:30 p.m.-1:00 p.m.
Robbery,100 block Valley Dr,Syracuse,Syracuse,3/19/2016,2:45 a.m.
Vehicle theft,1400 block E Genesee St,Syracuse,Syracuse,3/19/2016,4:10 p.m.-4:20 p.m.
Aggravated assault,400 block Idlewood Blvd,Baldwinsville,Onondaga County,3/18/2016,5:00 p.m.
Aggravated assault,600 block S Salina St,Syracuse,Syracuse,3/18/2016,2:28 p.m.
Aggravated assault,300 block Ashdale Av,Syracuse,Onondaga County,3/18/2016,1:45 a.m.
Burglary,100 block Beechwood Av,Liverpool,Onondaga County,3/18/2016,3:00 a.m.-10:43 a.m.
Burglary,6700 block Thompson Rd,Mattydale,DeWitt,3/18/2016,3:38 p.m.
Burglary,200 block Beecher St,Syracuse,Syracuse,3/18/2016,12:00 p.m.-1:40 p.m.
Burglary,500 block Crawford Av,Syracuse,Syracuse,3/18/2016,10:54 a.m.-11:15 a.m.
Burglary,200 block Rich St,Syracuse,Syracuse,3/18/2016,3:30 p.m.-10:36 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/18/2016,12:14 a.m.
Larceny,3700 block Milton Av,Camillus,Camillus,3/18/2016,12:15 p.m.-12:40 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,3/18/2016,4:18 p.m.
Larceny,600 block Harlot St,Elbridge,Onondaga County,3/18/2016,12:00 p.m.
Larceny,7000 block E Genesee St,Fayetteville,DeWitt,3/18/2016,10:00 a.m.-12:00 p.m.
Larceny,4500 block Bamerick Rd,Jamesville,DeWitt,3/18/2016,9:45 a.m.-4:05 p.m.
Larceny,1300 block Nottingham Rd,Jamesville,DeWitt,3/18/2016,7:00 a.m.-8:45 p.m.
Larceny,3900 block State Route 31,Liverpool,Onondaga County,3/18/2016,10:00 p.m.
Larceny,600 block W Ostrander Av,Syracuse,Syracuse,3/18/2016,7:19 a.m.
Larceny,2000 block Park St,Syracuse,Syracuse,3/18/2016,12:00 p.m.-8:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/18/2016,12:30 p.m.
Larceny,3000 block Court St,Syracuse,Onondaga County,3/18/2016,12:09 p.m.-12:19 p.m.
Larceny,100 block E Lafayette Av,Syracuse,Syracuse,3/18/2016,5:28 p.m.
Larceny,100 block Freeman Av,Syracuse,Solvay,3/18/2016,8:30 p.m.
Larceny,300 block Park Av,Syracuse,Syracuse,3/18/2016,11:35 p.m.-7:35 a.m.
Larceny,700 block Avery Av,Syracuse,Syracuse,3/18/2016,10:00 p.m.-7:45 a.m.
Larceny,800 block Ackerman Av,Syracuse,Syracuse,3/18/2016,3:10 a.m.
Larceny,400 block Irving Av,Syracuse,Syracuse,3/18/2016,9:30 a.m.-10:30 a.m.
Larceny,200 block Clarendon St,Syracuse,Syracuse,3/18/2016,8:30 a.m.-8:35 a.m.
Larceny,0 block Ponderosa Dr,Syracuse,Onondaga County,3/18/2016,12:00 p.m.-12:54 p.m.
Robbery,600 block S Salina St,Syracuse,Syracuse,3/18/2016,3:15 p.m.
Robbery,300 block S Warren St,Syracuse,Syracuse,3/18/2016,5:45 p.m.
Robbery,1200 block Carbon St,Syracuse,Syracuse,3/18/2016,11:00 p.m.
Aggravated assault,100 block N Lowell Av,Syracuse,Syracuse,3/17/2016,4:30 p.m.
Burglary,200 block W Marcellus St,Syracuse,Syracuse,3/17/2016,8:00 p.m.-12:30 a.m.
Burglary,700 block Ackerman Av,Syracuse,Syracuse,3/17/2016,10:30 a.m.-7:35 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/17/2016,10:34 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/17/2016,2:57 p.m.
Larceny,600 block W Manlius St,East Syracuse,DeWitt,3/17/2016,1:30 p.m.-2:40 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/17/2016,4:30 p.m.
Larceny,400 block Electronics Pkwy,Liverpool,Onondaga County,3/17/2016,7:50 p.m.
Larceny,5000 block Martisco Rd,Marcellus,Camillus,3/17/2016,12:00 a.m.-4:30 p.m.
Larceny,100 block Hinsdale Rd,Mattydale,Onondaga County,3/17/2016,12:00 a.m.-4:00 a.m.
Larceny,200 block Earl Av,Mattydale,Onondaga County,3/17/2016,11:00 p.m.-7:36 a.m.
Larceny,500 block Breman Av,Mattydale,Onondaga County,3/17/2016,12:00 p.m.-6:00 a.m.
Larceny,6500 block Thompson Rd,Syracuse,Onondaga County,3/17/2016,2:58 a.m.
Larceny,300 block Comstock Av,Syracuse,Syracuse,3/17/2016,8:00 p.m.-7:59 a.m.
Larceny,100 block Everingham Rd,Syracuse,Onondaga County,3/17/2016,7:30 p.m.-8:27 a.m.
Larceny,2200 block Court St,Syracuse,Onondaga County,3/17/2016,12:00 a.m.-5:00 p.m.
Larceny,300 block Irving Av,Syracuse,Syracuse,3/17/2016,5:00 p.m.
Larceny,3500 block W Genesee St,Syracuse,Camillus,3/17/2016,7:25 p.m.
Larceny,1000 block Col Eileen Collins Blvd,Syracuse,Syracuse,3/17/2016,3:00 p.m.-3:51 p.m.
Larceny,100 block Chaffee Av,Syracuse,Syracuse,3/17/2016,9:00 a.m.
Larceny,100 block Fellows Av,Syracuse,Syracuse,3/17/2016,9:15 p.m.-7:00 a.m.
Larceny,500 block S Salina St,Syracuse,Syracuse,3/17/2016,9:40 p.m.
Vehicle theft,2500 block Erie Blvd E,Syracuse,Syracuse,3/17/2016,7:00 p.m.
Burglary,6200 block Diffin Rd,Cicero,Onondaga County,3/16/2016,1:30 p.m.-3:30 p.m.
Burglary,400 block Stolp Av,Syracuse,Syracuse,3/16/2016,5:12 a.m.
Burglary,100 block Weymouth Rd,Syracuse,Syracuse,3/16/2016,10:00 a.m.-4:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/16/2016,12:47 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/16/2016,4:15 p.m.-4:56 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Onondaga County,3/16/2016,12:20 p.m.-12:30 p.m.
Larceny,100 block Towne Dr,Fayetteville,Manlius,3/16/2016,12:00 p.m.
Larceny,100 block W Seneca St,Manlius,Manlius,3/16/2016,7:45 p.m.-9:00 p.m.
Larceny,100 block W Seneca St,Manlius,Manlius,3/16/2016,8:00 p.m.-9:29 p.m.
Larceny,0 block Arkie Albanese Av,Manlius,Manlius,3/16/2016,3:00 p.m.
Larceny,100 block W Seneca St,Manlius,Manlius,3/16/2016,7:30 p.m.-10:30 p.m.
Larceny,600 block Gertrude Av,Syracuse,Solvay,3/16/2016,9:00 a.m.
Larceny,1600 block N Salina St,Syracuse,Syracuse,3/16/2016,11:43 a.m.
Larceny,500 block S Clinton St,Syracuse,Syracuse,3/16/2016,1:30 p.m.-1:35 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/16/2016,4:49 p.m.
Larceny,100 block Valley Dr,Syracuse,Syracuse,3/16/2016,5:48 p.m.
Larceny,400 block James St,Syracuse,Syracuse,3/16/2016,5:00 p.m.-6:56 p.m.
Larceny,1600 block Erie Blvd E,Syracuse,Syracuse,3/16/2016,6:15 p.m.-6:45 p.m.
Larceny,2000 block E Fayette St,Syracuse,Syracuse,3/16/2016,7:20 p.m.
Larceny,200 block Col Eileen Collins Blvd,Syracuse,Syracuse,3/16/2016,11:00 a.m.-1:10 p.m.
Larceny,2400 block Grant Blvd,Syracuse,Syracuse,3/16/2016,6:15 a.m.
Larceny,900 block Glenwood Av,Syracuse,Syracuse,3/16/2016,12:50 p.m.-1:35 p.m.
Larceny,100 block Cambridge St,Syracuse,Syracuse,3/16/2016,5:35 p.m.-7:15 p.m.
Murder,3100 block Burnet Av,Syracuse,Syracuse,3/16/2016,8:36 p.m.
Robbery,800 block James St,Syracuse,Syracuse,3/16/2016,9:24 a.m.
Robbery,400 block James St,Syracuse,Syracuse,3/16/2016,12:55 p.m.
Robbery,900 block Park Av,Syracuse,Syracuse,3/16/2016,5:16 p.m.
Robbery,1200 block South Av,Syracuse,Syracuse,3/16/2016,7:36 p.m.
Aggravated assault,7400 block Morgan Rd,Liverpool,Onondaga County,3/15/2016,7:30 p.m.-12:55 p.m.
Aggravated assault,200 block North Av,Syracuse,Syracuse,3/15/2016,6:45 p.m.-12:57 p.m.
Aggravated assault,100 block Josephine St,Syracuse,Syracuse,3/15/2016,9:25 p.m.
Burglary,300 block Hudson St,Syracuse,Syracuse,3/15/2016,2:30 p.m.-2:07 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/15/2016,4:05 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Onondaga County,3/15/2016,10:40 a.m.
Larceny,8200 block Trellis Brook Ln,Liverpool,Onondaga County,3/15/2016,5:10 p.m.-5:30 p.m.
Larceny,300 block Northern Lights Plz,North Syracuse,Onondaga County,3/15/2016,1:00 p.m.-9:00 p.m.
Larceny,100 block W Seneca Tpke,Syracuse,Syracuse,3/15/2016,3:30 p.m.-7:30 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/15/2016,1:35 p.m.
Larceny,100 block E Seneca Tpke,Syracuse,Syracuse,3/15/2016,2:20 p.m.
Larceny,600 block Butternut St,Syracuse,Syracuse,3/15/2016,3:20 p.m.-3:26 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/15/2016,3:17 p.m.
Larceny,100 block Simon Dr,Syracuse,Syracuse,3/15/2016,6:52 p.m.
Larceny,100 block Simon Dr,Syracuse,Syracuse,3/15/2016,3:50 p.m.-5:00 p.m.
Larceny,1000 block Wadsworth St,Syracuse,Syracuse,3/15/2016,2:11 p.m.-3:30 p.m.
Larceny,200 block Van Buren St,Syracuse,Syracuse,3/15/2016,5:50 p.m.-8:15 p.m.
Larceny,300 block S Warren St,Syracuse,Syracuse,3/15/2016,3:45 p.m.-4:15 p.m.
Larceny,1200 block E Washington St,Syracuse,Syracuse,3/15/2016,12:00 p.m.
Larceny,400 block W Onondaga St,Syracuse,Syracuse,3/15/2016,4:24 p.m.
Robbery,800 block Spring St,Syracuse,Syracuse,3/15/2016,12:40 a.m.
Robbery,400 block Kirkpatrick St,Syracuse,Syracuse,3/15/2016,3:05 p.m.
Robbery,800 block S Clinton St,Syracuse,Syracuse,3/15/2016,7:43 p.m.
Burglary,900 block Meadowbrook Dr,Syracuse,Syracuse,3/14/2016,11:30 a.m.-5:45 p.m.
Burglary,1000 block Meadowbrook Dr,Syracuse,Syracuse,3/14/2016,12:30 p.m.-6:30 p.m.
Burglary,300 block S Salina St,Syracuse,Syracuse,3/14/2016,10:52 p.m.
Larceny,100 block Bennett Rd,Camillus,Camillus,3/14/2016,12:00 a.m.-10:00 a.m.
Larceny,300 block W Manlius St,East Syracuse,DeWitt,3/14/2016,11:50 a.m.-11:57 a.m.
Larceny,200 block West Av,East Syracuse,DeWitt,3/14/2016,9:00 p.m.-7:00 a.m.
Larceny,7500 block Oswego Rd,Liverpool,Onondaga County,3/14/2016,6:57 p.m.
Larceny,200 block N State St,Syracuse,Syracuse,3/14/2016,1:05 a.m.
Larceny,800 block Almond St,Syracuse,Syracuse,3/14/2016,10:15 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/14/2016,10:35 a.m.
Larceny,100 block Sizer St,Syracuse,Syracuse,3/14/2016,10:50 a.m.
Larceny,400 block S Salina St,Syracuse,Syracuse,3/14/2016,1:53 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Onondaga County,3/14/2016,3:05 p.m.
Larceny,700 block Caleb Av,Syracuse,Syracuse,3/14/2016,4:30 p.m.
Larceny,200 block Herald Pl,Syracuse,Syracuse,3/14/2016,5:20 p.m.-6:20 p.m.
Larceny,2900 block Erie Blvd E,Syracuse,Syracuse,3/14/2016,3:46 p.m.
Larceny,300 block Factory Av,Syracuse,Onondaga County,3/14/2016,7:00 p.m.-9:30 a.m.
Larceny,100 block Dickerson St,Syracuse,Syracuse,3/14/2016,8:47 p.m.
Larceny,1300 block Salt Springs Rd,Syracuse,Syracuse,3/14/2016,4:30 a.m.-1:35 p.m.
Larceny,200 block Mosley Dr,Syracuse,Syracuse,3/14/2016,10:00 p.m.-7:05 a.m.
Larceny,100 block Mosley Dr,Syracuse,Syracuse,3/14/2016,12:00 p.m.
Larceny,100 block Delray Av,Syracuse,Syracuse,3/14/2016,9:00 p.m.-9:10 a.m.
Robbery,300 block Elm St,Syracuse,Syracuse,3/14/2016,7:12 p.m.
Vehicle theft,400 block N Franklin St,Syracuse,Syracuse,3/14/2016,4:30 p.m.-6:00 a.m.
Aggravated assault,100 block Belle Av,Syracuse,Syracuse,3/13/2016,5:37 a.m.-6:22 a.m.
Burglary,7600 block Villa Maria,North Syracuse,Onondaga County,3/13/2016,3:22 p.m.
Burglary,1300 block Euclid Av,Syracuse,Syracuse,3/13/2016,3:30 p.m.-12:45 a.m.
Burglary,100 block Boulder Rd,Syracuse,Solvay,3/13/2016,8:55 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/13/2016,1:46 p.m.
Larceny,200 block Towne Dr,Fayetteville,Manlius,3/13/2016,1:15 p.m.-5:19 p.m.
Larceny,0 block Sequoia Dr,Syracuse,Onondaga County,3/13/2016,9:00 p.m.-7:30 a.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,3/13/2016,10:38 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/13/2016,2:30 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,3/13/2016,2:20 p.m.-2:30 p.m.
Larceny,300 block S Warren St,Syracuse,Syracuse,3/13/2016,3:20 p.m.-3:40 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/13/2016,5:00 p.m.
Larceny,300 block S Clinton St,Syracuse,Syracuse,3/13/2016,5:00 p.m.-1:35 a.m.
Larceny,400 block Ellis St,Syracuse,Syracuse,3/13/2016,1:45 p.m.-3:45 p.m.
Robbery,700 block Hawley Av,Syracuse,Syracuse,3/13/2016,8:09 p.m.
Vehicle theft,2800 block Brewerton Rd,Mattydale,Onondaga County,3/13/2016,10:00 p.m.-1:00 a.m.
Vehicle theft,100 block Murray Av,Syracuse,Syracuse,3/13/2016,10:00 p.m.-10:00 a.m.
Vehicle theft,1300 block W Fayette St,Syracuse,Syracuse,3/13/2016,11:51 p.m.
Vehicle theft,300 block Audubon Pkwy,Syracuse,Syracuse,3/13/2016,10:00 p.m.-4:00 a.m.
Aggravated assault,6600 block E Seneca Tpke,Jamesville,Onondaga County,3/12/2016,3:00 p.m.
Aggravated assault,300 block Whittier Av,Syracuse,Syracuse,3/12/2016,10:51 a.m.
Burglary,200 block W Newell St,Syracuse,Syracuse,3/12/2016,6:30 a.m.-9:38 a.m.
Burglary,600 block Walnut Av,Syracuse,Syracuse,3/12/2016,12:30 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/12/2016,12:32 a.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,3/12/2016,9:58 a.m.
Larceny,7900 block Brewerton Rd,Cicero,Onondaga County,3/12/2016,12:00 p.m.-1:00 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Onondaga County,3/12/2016,12:00 p.m.-12:58 p.m.
Larceny,5800 block Bridge St,East Syracuse,DeWitt,3/12/2016,1:53 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/12/2016,3:55 p.m.
Larceny,2900 block Route 11,Lafayette,Onondaga County,3/12/2016,9:48 a.m.
Larceny,100 block Troyon St,Liverpool,Onondaga County,3/12/2016,7:30 p.m.-2:40 a.m.
Larceny,100 block Alder St,Liverpool,Liverpool,3/12/2016,12:00 a.m.-10:46 a.m.
Larceny,7500 block Oswego Rd,Liverpool,Onondaga County,3/12/2016,5:00 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,3/12/2016,12:42 a.m.
Larceny,4600 block Onondaga Blvd,Syracuse,Geddes,3/12/2016,10:45 a.m.
Larceny,100 block Simon Dr,Syracuse,Syracuse,3/12/2016,1:55 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/12/2016,4:50 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,3/12/2016,5:33 p.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,3/12/2016,5:40 p.m.-5:52 p.m.
Larceny,100 block W Fayette St,Syracuse,Syracuse,3/12/2016,8:50 p.m.-9:00 p.m.
Larceny,300 block E Water St,Syracuse,Syracuse,3/12/2016,2:30 p.m.-3:00 p.m.
Robbery,0 block Carrier Cir,East Syracuse,DeWitt,3/12/2016,3:30 p.m.-5:00 p.m.
Robbery,800 block James St,Syracuse,Syracuse,3/12/2016,11:15 a.m.
Vehicle theft,100 block Chatham Rd,Syracuse,Syracuse,3/12/2016,2:00 p.m.-9:18 p.m.
Vehicle theft,300 block First St,Syracuse,Solvay,3/12/2016,5:00 p.m.-10:00 p.m.
Aggravated assault,500 block Barnes Av,Syracuse,Syracuse,3/11/2016,6:02 p.m.
Aggravated assault,200 block Rockland Av,Syracuse,Syracuse,3/11/2016,8:30 p.m.
Arson,100 block S Carbon St,Syracuse,Syracuse,3/11/2016,5:48 a.m.
Burglary,6700 block Ebury Ct,Liverpool,Onondaga County,3/11/2016,9:30 a.m.-6:00 p.m.
Burglary,900 block Midland Av,Syracuse,Syracuse,3/11/2016,3:37 a.m.-3:53 a.m.
Burglary,100 block Oak St,Syracuse,Syracuse,3/11/2016,4:55 a.m.
Burglary,100 block Power St,Syracuse,Solvay,3/11/2016,8:30 a.m.-1:00 p.m.
Burglary,500 block Garfield Av,Syracuse,Syracuse,3/11/2016,6:00 a.m.-4:10 p.m.
Larceny,8400 block Oswego Rd,Baldwinsville,Onondaga County,3/11/2016,1:50 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/11/2016,2:17 p.m.
Larceny,6300 block Island Rd,Cicero,Cicero,3/11/2016,6:00 p.m.-8:00 a.m.
Larceny,200 block Mcclennan Dr,Fayetteville,Manlius,3/11/2016,12:00 p.m.-5:00 p.m.
Larceny,3500 block W Genesee St,Syracuse,Camillus,3/11/2016,12:00 p.m.-12:24 p.m.
Larceny,100 block Elk St,Syracuse,Syracuse,3/11/2016,5:30 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/11/2016,9:00 p.m.
Robbery,100 block Mill St,Manlius,Manlius,3/11/2016,4:45 p.m.-5:01 p.m.
Vehicle theft,100 block W Brighton Av,Syracuse,Syracuse,3/11/2016,4:30 p.m.-3:30 p.m.
Aggravated assault,1700 block Milton Av,Syracuse,Solvay,3/10/2016,1:20 a.m.
Aggravated assault,900 block S Salina St,Syracuse,Syracuse,3/10/2016,5:04 p.m.
Burglary,800 block Kirkpatrick St,Syracuse,Syracuse,3/10/2016,1:30 p.m.-6:30 a.m.
Burglary,3500 block Walters Rd,Syracuse,Onondaga County,3/10/2016,6:44 p.m.
Burglary,200 block W Newell St,Syracuse,Syracuse,3/10/2016,7:30 p.m.-10:30 a.m.
Burglary,100 block Richmond Av,Syracuse,Syracuse,3/10/2016,3:00 p.m.-10:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/10/2016,10:30 p.m.-8:45 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/10/2016,12:38 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/10/2016,5:22 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,3/10/2016,2:38 p.m.
Larceny,5600 block Thompson Rd,DeWitt,DeWitt,3/10/2016,7:30 a.m.-5:00 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,3/10/2016,3:30 p.m.-3:42 p.m.
Larceny,7800 block Oswego Rd,Liverpool,Onondaga County,3/10/2016,9:00 p.m.-8:00 a.m.
Larceny,2800 block Brewerton Rd,Mattydale,Onondaga County,3/10/2016,7:30 a.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,3/10/2016,6:00 p.m.
Larceny,100 block S Salina St,Syracuse,Syracuse,3/10/2016,1:03 p.m.
Larceny,200 block N State St,Syracuse,Syracuse,3/10/2016,3:20 p.m.-4:20 p.m.
Robbery,100 block Mcallister Av,Syracuse,Onondaga County,3/10/2016,10:30 a.m.-11:42 a.m.
Vehicle theft,700 block Livingston Av,Syracuse,Syracuse,3/10/2016,5:00 p.m.-7:00 a.m.
Aggravated assault,0 block Route 31 Oswego Rd,Liverpool,Onondaga County,3/9/2016,5:35 p.m.
Burglary,4100 block State Route 31,Clay,Onondaga County,3/9/2016,12:00 a.m.-9:00 a.m.
Burglary,200 block Webster Av,Syracuse,Syracuse,3/9/2016,11:00 a.m.-1:30 p.m.
Burglary,400 block Cogswell Av,Syracuse,Solvay,3/9/2016,3:00 p.m.
Burglary,200 block Milburn Dr,Syracuse,Syracuse,3/9/2016,6:30 a.m.-5:30 p.m.
Larceny,3500 block Route 31,Baldwinsville,Onondaga County,3/9/2016,12:05 p.m.-12:15 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/9/2016,3:43 p.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,3/9/2016,12:00 p.m.-3:31 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,3/9/2016,5:05 p.m.-5:22 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,3/9/2016,3:44 p.m.
Larceny,4500 block Buckley Rd,Liverpool,Onondaga County,3/9/2016,12:01 a.m.-12:00 p.m.
Larceny,8200 block E Seneca Tpke,Manlius,Manlius,3/9/2016,12:35 p.m.-3:00 p.m.
Larceny,100 block Ferndale Ln,Minoa,Manlius,3/9/2016,12:00 p.m.
Larceny,0 block W Lake St,Skaneateles,Skaneateles,3/9/2016,5:30 p.m.-5:40 p.m.
Larceny,100 block E Lake St,Skaneateles,Skaneateles,3/9/2016,12:00 p.m.
Larceny,1700 block Grant Blvd,Syracuse,Syracuse,3/9/2016,2:28 a.m.
Larceny,2400 block James St,Syracuse,Syracuse,3/9/2016,3:24 a.m.
Larceny,200 block Comstock Av,Syracuse,Syracuse,3/9/2016,12:00 a.m.-12:00 p.m.
Larceny,600 block Butternut St,Syracuse,Syracuse,3/9/2016,12:51 p.m.-12:58 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,3/9/2016,1:10 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/9/2016,4:15 p.m.
Larceny,500 block Butternut St,Syracuse,Syracuse,3/9/2016,5:05 p.m.
Larceny,500 block Gifford St,Syracuse,Syracuse,3/9/2016,10:00 p.m.
Larceny,300 block N Midler Av,Syracuse,Syracuse,3/9/2016,12:00 a.m.-9:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/9/2016,4:30 p.m.
Larceny,900 block Salt Springs Rd,Syracuse,Syracuse,3/9/2016,12:05 p.m.
Vehicle theft,400 block N Highland Av,East Syracuse,DeWitt,3/9/2016,12:03 a.m.-8:45 a.m.
Arson,700 block Lodi St,Syracuse,Syracuse,3/8/2016,2:15 a.m.-2:19 a.m.
Burglary,300 block Robinson St,Syracuse,Syracuse,3/8/2016,12:00 p.m.-8:00 p.m.
Larceny,5900 block Breed Rd,Camillus,Camillus,3/8/2016,6:45 p.m.-8:00 a.m.
Larceny,2300 block Hunt Rd,Camillus,Camillus,3/8/2016,9:00 p.m.-8:00 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/8/2016,11:09 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,3/8/2016,8:00 a.m.-12:00 p.m.
Larceny,5800 block Bridge St,East Syracuse,DeWitt,3/8/2016,11:15 a.m.-12:40 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/8/2016,4:10 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,3/8/2016,12:12 p.m.
Larceny,3900 block Route 31,Liverpool,Onondaga County,3/8/2016,9:59 a.m.-10:11 a.m.
Larceny,100 block Continuum Dr,Liverpool,Onondaga County,3/8/2016,9:00 a.m.-12:20 p.m.
Larceny,2800 block Brewerton Rd,Mattydale,Onondaga County,3/8/2016,5:58 p.m.
Larceny,5100 block W Taft Rd,North Syracuse,Onondaga County,3/8/2016,12:50 p.m.
Larceny,1200 block Avery Av,Syracuse,Syracuse,3/8/2016,7:18 a.m.
Larceny,300 block S Salina St,Syracuse,Syracuse,3/8/2016,9:30 a.m.
Larceny,4400 block S Salina St,Syracuse,Syracuse,3/8/2016,8:00 p.m.-8:00 a.m.
Larceny,3600 block W Genesee St,Syracuse,Camillus,3/8/2016,1:17 p.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,3/8/2016,3:10 p.m.
